2.4739907,2.1904197,1.8827589,2.5304904,2.2013044,1.7978878,2.4115827,2.1939464,1.7927248,2.4800527,2.240668,2.002791,2.4115233,1.9874904,1.4954945,2.2762756,2.0339844,1.468356,2.450766,2.2121804,2.1373353,2.3462029,2.0743904,1.0807376,2.1760933,2.0077996,1.059365,2.4385657,2.2025342,2.1912892,2.332564,1.9531854,1.007679,2.1263027,1.8711737,1.0292094,2.4250133,2.1889062,2.4051106,2.5080793,2.2132635,2.3076808,2.3560822,2.1843786,2.3051322,2.4555013,2.1301982,2.4837055,2.478407,2.092429,2.352786,2.366204,2.0718315,2.3532815,2.5161023,1.8535833,2.2661972,2.4396865,1.8272467,2.2930393,2.6156445,1.6084477,2.2947793,2.5723586,1.593895,2.3141792,2.665966,1.5354681,2.2984238,2.6076844,1.5114366,2.311546
2.4692605,2.1848876,1.8833469,2.5252252,2.1933286,1.7978455,2.406169,2.1879518,1.7937734,2.4771953,2.2370777,2.0024376,2.4191895,1.9796842,1.490561,2.2710407,2.0318627,1.4674491,2.447099,2.2181945,2.1384857,2.3461046,2.0753074,1.0790317,2.1772704,2.010774,1.0566471,2.4349477,2.2104237,2.1927524,2.3328674,1.9557489,1.0032376,2.1286333,1.8743067,1.0239942,2.4249027,2.188322,2.4060585,2.5055337,2.2197769,2.3086162,2.3548627,2.1845777,2.3068213,2.4574368,2.1299946,2.4841144,2.4802194,2.0968626,2.3506541,2.364957,2.0707133,2.3517728,2.5293896,1.8609803,2.2617292,2.4374967,1.8258982,2.2913237,2.6203768,1.6123103,2.2882173,2.5682714,1.5916677,2.3144703,2.667983,1.5374931,2.2909706,2.603435,1.5091244,2.3123863
2.4592383,2.1763785,1.8780605,2.5149577,2.1787317,1.7920161,2.3957813,2.1813266,1.78883,2.471636,2.2310596,1.9956429,2.4437413,1.9631538,1.4761591,2.263019,2.024343,1.4619641,2.4392488,2.2277133,2.1324322,2.3432565,2.0750716,1.0746386,2.1781838,2.014644,1.0487998,2.4260886,2.2230914,2.186823,2.3312895,1.9588798,0.99358016,2.1298828,1.8792517,1.0115029,2.4151525,2.1896186,2.3985987,2.493188,2.2348547,2.3045244,2.3476698,2.182673,2.2977743,2.4486556,2.1299517,2.4752192,2.4820864,2.110049,2.347142,2.359996,2.0694754,2.3438401,2.565056,1.8880316,2.2481968,2.4261851,1.8218484,2.2877119,2.6399293,1.6334145,2.2677207,2.5391273,1.5779581,2.3039415,2.683033,1.5558952,2.2698178,2.5677757,1.4929991,2.3000102
2.4347801,2.164507,1.8762474,2.494493,2.1595113,1.7930415,2.3763344,2.1727273,1.7838902,2.4465296,2.2210114,1.9930317,2.4433455,1.9500782,1.4692622,2.2540784,2.0189574,1.4514458,2.4047828,2.2309787,2.1269321,2.334798,2.0725424,1.0729523,2.1839838,2.0203495,1.0354161,2.389585,2.2287402,2.1809406,2.3303943,1.9595633,0.9867518,2.1333306,1.8872386,0.9933346,2.391605,2.1862185,2.3913612,2.4553702,2.2508876,2.2978857,2.3248072,2.1680856,2.2914767,2.4351296,2.1301098,2.4655952,2.4868026,2.1327114,2.3485053,2.3536806,2.0576034,2.336728,2.6407194,1.9638133,2.2312498,2.413043,1.8094251,2.2756205,2.693531,1.703296,2.2438476,2.5118742,1.5595728,2.2931721,2.7292972,1.6221504,2.2410638,2.53489,1.4728687,2.2905483
2.4271796,2.1631851,1.8674077,2.4866703,2.1708302,1.784244,2.3684242,2.1584914,1.7750006,2.4264715,2.2212074,1.9840364,2.4380708,1.9509058,1.4670964,2.238999,2.0063515,1.444526,2.3757792,2.2211797,2.1151917,2.3146613,2.067445,1.0733577,2.1911669,2.021741,1.0256333,2.3592575,2.2157698,2.1685834,2.3275368,1.9577324,0.9838504,2.1707606,1.8844477,0.9728203,2.3734598,2.1712844,2.3781266,2.4285138,2.2411141,2.2828443,2.303679,2.1496978,2.2810063,2.4228568,2.1223183,2.4537277,2.5193403,2.1673276,2.344667,2.348383,2.0479598,2.3333383,2.7343206,2.1238568,2.2110271,2.3958802,1.7985553,2.2670667,2.7970755,1.8652472,2.211195,2.4782383,1.5431583,2.2892318,2.8304904,1.784446,2.1961558,2.4942036,1.454848,2.290029
2.4242253,2.1660583,1.8577166,2.4848197,2.1757894,1.7755737,2.3673594,2.1585777,1.7643161,2.4190764,2.2244864,1.9740309,2.4120893,1.9478185,1.4688967,2.2289612,1.9995297,1.440803,2.370231,2.2157469,2.105595,2.314841,2.06886,1.0692304,2.1980512,2.016482,1.020383,2.354844,2.2080674,2.1590476,2.3337746,1.9601547,0.97957087,2.1861207,1.8788977,0.9657637,2.3696258,2.1643832,2.368719,2.430245,2.2255137,2.2708716,2.2947118,2.150915,2.273987,2.4158118,2.1144938,2.4457333,2.5419137,2.17673,2.3225062,2.3368444,2.0464604,2.3229947,2.7618155,2.2138088,2.195093,2.366707,1.7947276,2.2552502,2.8813086,1.9760988,2.189401,2.4274518,1.53262,2.2658055,2.931064,1.9047815,2.1717994,2.4355302,1.4432648,2.2636538
2.4182627,2.1627364,1.8518114,2.4797919,2.172707,1.7703955,2.3627682,2.1536005,1.7577358,2.4106731,2.2220523,1.9675412,2.409046,1.943793,1.4639568,2.2194502,1.9863709,1.4405525,2.3586698,2.2106779,2.097686,2.337142,2.0777543,1.0630506,2.2057872,2.0118837,1.0196508,2.342414,2.201981,2.150724,2.363968,1.9725927,0.97120506,2.2014215,1.8752304,0.9616691,2.3582714,2.1576276,2.3601763,2.4176242,2.220311,2.262535,2.2834964,2.1432068,2.2654746,2.4067202,2.1087677,2.436457,2.52939,2.170458,2.3129237,2.3282192,2.0390077,2.312698,2.7453117,2.23361,2.1890063,2.349621,1.7857679,2.2474127,2.9471889,2.0615633,2.1674967,2.3719063,1.5175481,2.2553675,3.0226452,2.0187392,2.1489499,2.3667834,1.4279886,2.2527058
2.3995297,2.150975,1.8426459,2.4604688,2.153102,1.7602098,2.3418422,2.1473289,1.7495214,2.400608,2.211862,1.9578022,2.3829582,1.9242505,1.455365,2.2090752,1.980378,1.4276341,2.3488483,2.2058282,2.0884006,2.3494155,2.0834267,1.0586542,2.2112272,2.008609,1.0066897,2.332725,2.1985285,2.141689,2.3827522,1.983486,0.96318305,2.2009459,1.8727309,0.9476432,2.3538263,2.1554568,2.3509462,2.4135108,2.212629,2.2501748,2.2744455,2.1454117,2.2594833,2.4005697,2.1056952,2.4277065,2.5133383,2.1386616,2.2957726,2.3176558,2.0385947,2.3020349,2.7296345,2.226283,2.1885147,2.3116841,1.7840917,2.23845,2.973441,2.1244767,2.1567206,2.336039,1.5159652,2.2425473,3.0597277,2.1097639,2.1422398,2.3310664,1.4264042,2.2396626
2.389402,2.1466331,1.8339022,2.4500968,2.1446192,1.7512834,2.3313036,2.1458657,1.740965,2.3944745,2.2080488,1.9486705,2.3696663,1.9118247,1.4502039,2.1958694,1.9737123,1.4229528,2.343309,2.2030869,2.079548,2.356682,2.0852065,1.0582707,2.2152338,2.004263,1.0026107,2.3271697,2.196393,2.132911,2.3922703,1.9879314,0.9608787,2.2049575,1.8689055,0.942379,2.34769,2.153093,2.3421788,2.411772,2.2009728,2.2392864,2.2654297,2.1525264,2.2527328,2.390585,2.1013577,2.4198754,2.5167718,2.133202,2.2828536,2.2911124,2.0408149,2.296876,2.7344818,2.228058,2.1850247,2.2804632,1.7860038,2.2351635,2.9821203,2.1382072,2.147355,2.2869887,1.5168574,2.2307627,3.0686865,2.1277204,2.1309886,2.2763178,1.4279586,2.2246497
2.3859186,2.144906,1.8249683,2.4476616,2.1429372,1.7431288,2.3290184,2.1447933,1.7312899,2.389804,2.2058308,1.9400443,2.3628428,1.9034595,1.4485656,2.1841733,1.9662209,1.4210595,2.3376753,2.1954622,2.0702233,2.3619263,2.0856245,1.0604205,2.2177615,2.001499,1.0019853,2.3211782,2.187608,2.1233182,2.3968368,1.9895666,0.96158564,2.2109191,1.866725,0.93998337,2.3387547,2.1436145,2.3327093,2.406577,2.1842504,2.2291012,2.2562108,2.1508222,2.2438147,2.3757973,2.0900314,2.4121447,2.5238366,2.14336,2.2748628,2.2679918,2.038304,2.2916539,2.7428193,2.2365565,2.1782875,2.224876,1.787212,2.2288501,2.9812782,2.1262908,2.1359093,2.2219744,1.5180914,2.220634,3.0650535,2.1073778,2.1136484,2.208436,1.4296658,2.213434
